gene	go_term	go_slim_term	cellular_component
R02E12.4	GO:0042995	GO:0042995	cell projection
R02F2.1	GO:0005634	GO:0005634	nucleus
R02F2.1	GO:0005737	GO:0005737	cytoplasm
R02F2.1	GO:0000307	GO:0032991	protein-containing complex
R04A9.7	GO:0005654	GO:0005654	nucleoplasm
R04A9.7	GO:0005737	GO:0005737	cytoplasm
R04A9.7	GO:0005886	GO:0005886	plasma membrane
R04A9.7	GO:0016020	GO:0016020	membrane
R04B3.2	GO:0005737	GO:0005737	cytoplasm
R04B3.2	GO:0005764	GO:0005764	lysosome
R04B5.5			
R04B5.6			
R04F11.5	GO:0005783	GO:0005783	endoplasmic reticulum
R04F11.5	GO:0042721	GO:0032991	protein-containing complex
R05G6.4	GO:0005634	GO:0005634	nucleus
R05G6.4	GO:0005737	GO:0005737	cytoplasm
R05G6.5			
R05H5.4	GO:0005886	GO:0005886	plasma membrane
R07E3.4	GO:0005739	GO:0005739	mitochondrion
R07E3.4	GO:0005743;GO:0016020	GO:0016020	membrane
R07E4.3	GO:0005739	GO:0005739	mitochondrion
R07E4.3	GO:0005743;GO:0016020	GO:0016020	membrane
R07E4.3	GO:0045275	GO:0032991	protein-containing complex
R07E5.7	GO:0005783	GO:0005783	endoplasmic reticulum
R07E5.7	GO:0005886	GO:0005886	plasma membrane
R07E5.7	GO:0005789;GO:0016020	GO:0016020	membrane
R07E5.7	GO:0031410	GO:0031410	cytoplasmic vesicle
R08E3.3			
R08F11.1	GO:0016020	GO:0016020	membrane
R09B5.11	GO:0005886	GO:0005886	plasma membrane
R09B5.11	GO:0016020	GO:0016020	membrane
R09H10.3			
R10H10.7	GO:0005737	GO:0005737	cytoplasm
R11F4.1	GO:0005739	GO:0005739	mitochondrion
R12B2.2	GO:0000139	GO:0016020	membrane
R12E2.11			
R12E2.13			
R151.1	GO:0005886	GO:0005886	plasma membrane
R151.1	GO:0016020	GO:0016020	membrane
R166.3			
R74.7	GO:0005737	GO:0005737	cytoplasm
R74.7	GO:0005829	GO:0005829	cytosol
T01D3.6	GO:0016020	GO:0016020	membrane
T01G1.4	GO:0005783	GO:0005783	endoplasmic reticulum
T01G1.4	GO:1904423	GO:0032991	protein-containing complex
T02C1.2	GO:0005634	GO:0005634	nucleus
T02C1.2	GO:0016020	GO:0016020	membrane
T02C1.2	GO:0035861		
T02G5.7	GO:0005739	GO:0005739	mitochondrion
T02H6.11	GO:0005739	GO:0005739	mitochondrion
T02H6.11	GO:0005743;GO:0016020	GO:0016020	membrane
T02H6.11	GO:0045275	GO:0032991	protein-containing complex
T03D8.6	GO:0005886	GO:0005886	plasma membrane
T03D8.6	GO:0016020	GO:0016020	membrane
T03F6.6	GO:0016020	GO:0016020	membrane
T04A8.7	GO:0005737	GO:0005737	cytoplasm
T04C9.1	GO:0005737	GO:0005737	cytoplasm
T04F3.4			
T05C3.6	GO:0016020	GO:0016020	membrane
T05C3.6	GO:0012505		
T05E12.3			
T05E7.1			
T05F1.8	GO:0005739	GO:0005739	mitochondrion
T05F1.8	GO:0005743;GO:0016020	GO:0016020	membrane
T05G5.5	GO:0005739	GO:0005739	mitochondrion
T05G5.5	GO:0016020	GO:0016020	membrane
T05H4.4	GO:0005739	GO:0005739	mitochondrion
T05H4.4	GO:0016020	GO:0016020	membrane
T06A4.1	GO:0005615		
T06A4.3	GO:0005615		
T06C10.3	GO:0005737	GO:0005737	cytoplasm
T06C10.3	GO:0005886	GO:0005886	plasma membrane
T06C10.3	GO:0016020	GO:0016020	membrane
T06D8.2	GO:0005929	GO:0005929	cilium
T07A5.1	GO:0016020	GO:0016020	membrane
T07D3.4	GO:0016020	GO:0016020	membrane
T08G3.13			
T09B4.8	GO:0005739	GO:0005739	mitochondrion
T09F3.2	GO:0005739	GO:0005739	mitochondrion
T09F3.2	GO:0005743;GO:0016020	GO:0016020	membrane
T10B11.5	GO:0005640	GO:0016020	membrane
T10B11.6	GO:0005739	GO:0005739	mitochondrion
T10F2.2	GO:0005739	GO:0005739	mitochondrion
T10F2.2	GO:0016020;GO:0031966	GO:0016020	membrane
T10H10.2	GO:0000139	GO:0016020	membrane
T10H10.2	GO:0005615		
T13H5.1			
T13H5.8	GO:0016020	GO:0016020	membrane
T13H5.8	GO:0012505		
T14B4.3	GO:0016020	GO:0016020	membrane
T14B4.3	GO:0009897		
T14G8.3	GO:0005783	GO:0005783	endoplasmic reticulum
T14G8.3	GO:0034663	GO:0032991	protein-containing complex
T15B7.1	GO:0005615		
T18D3.9	GO:0005737	GO:0005737	cytoplasm
T18D3.9	GO:0005739	GO:0005739	mitochondrion
T18D3.9	GO:0005743;GO:0016020	GO:0016020	membrane
T19B10.5	GO:0005634	GO:0005634	nucleus
T19B10.5	GO:0016020	GO:0016020	membrane
T19C3.4	GO:0005789;GO:0016020	GO:0016020	membrane
T19C3.4	GO:0005881;GO:0071782		
T19C3.5	GO:0005615		
T19D12.4	GO:0016020;GO:0045121	GO:0016020	membrane
T19D7.6			
T19H12.2	GO:0005634	GO:0005634	nucleus
T21G5.1	GO:0005886	GO:0005886	plasma membrane
T22B7.3			
T22B7.4	GO:0005634	GO:0005634	nucleus
T22B7.4	GO:0000124	GO:0032991	protein-containing complex
T22D1.3	GO:0005737	GO:0005737	cytoplasm
T22D1.5	GO:0000159	GO:0032991	protein-containing complex
T22F3.12	GO:0005737	GO:0005737	cytoplasm
T22F7.1	GO:0016020	GO:0016020	membrane
T23B12.5	GO:0000139;GO:0005789;GO:0016020	GO:0016020	membrane
T23B5.4	GO:0005739	GO:0005739	mitochondrion
T23D8.3	GO:0005634	GO:0005634	nucleus
T23D8.3	GO:0005829	GO:0005829	cytosol
T23D8.3	GO:0030688	GO:0032991	protein-containing complex
T23G11.7	GO:0005737	GO:0005737	cytoplasm
T23G11.7	GO:0005768	GO:0005768	endosome
T23G11.7	GO:0000323	GO:0005773	vacuole
T23G11.7	GO:0010008;GO:0016020	GO:0016020	membrane
T23G7.3	GO:0005730	GO:0005730	nucleolus
T24B8.7	GO:0005634	GO:0005634	nucleus
T24B8.7	GO:0005829	GO:0005829	cytosol
T24D5.4			
T24H10.4			
T24H7.2	GO:0034663	GO:0032991	protein-containing complex
T25B9.1	GO:0005739	GO:0005739	mitochondrion
T25B9.4	GO:0005886	GO:0005886	plasma membrane
T25B9.5	GO:0005886	GO:0005886	plasma membrane
T26C5.3	GO:0016020	GO:0016020	membrane
T26G10.3	GO:0005840	GO:0005840	ribosome
T26G10.3	GO:1990904	GO:0032991	protein-containing complex
T27E9.2	GO:0005739	GO:0005739	mitochondrion
T27E9.2	GO:0005743;GO:0016020	GO:0016020	membrane
T27E9.2	GO:0045275	GO:0032991	protein-containing complex
T28B8.3	GO:0005634	GO:0005634	nucleus
T28B8.3	GO:0005737	GO:0005737	cytoplasm
T28B8.3	GO:0005829	GO:0005829	cytosol
T28B8.3	GO:0000502	GO:0032991	protein-containing complex
T28B8.3	GO:0016607	GO:0043226	organelle
T28B8.4	GO:0005634	GO:0005634	nucleus
T28B8.4	GO:0005737	GO:0005737	cytoplasm
T28B8.4	GO:0005829	GO:0005829	cytosol
T28B8.4	GO:0000502	GO:0032991	protein-containing complex
T28B8.4	GO:0016607	GO:0043226	organelle
T28C12.1	GO:0005765;GO:0016020	GO:0016020	membrane
T28C12.2	GO:0005765;GO:0016020	GO:0016020	membrane
T28F3.5	GO:0005739	GO:0005739	mitochondrion
T28F4.4	GO:0005829	GO:0005829	cytosol
W01A11.1	GO:0005783	GO:0005783	endoplasmic reticulum
W01A11.1	GO:0005789;GO:0016020	GO:0016020	membrane
W01A8.6	GO:0005615		
W01A8.8	GO:0005576	GO:0005576	extracellular region
W01A8.8	GO:0005615		
W01B6.3	GO:0005765;GO:0016020	GO:0016020	membrane
W01C8.5			
W02B3.4	GO:0016020	GO:0016020	membrane
W02B3.7	GO:0016020	GO:0016020	membrane
W02D3.12	GO:0005739	GO:0005739	mitochondrion
W02F12.2	GO:0000139;GO:0016020	GO:0016020	membrane
W02F12.4	GO:0005737	GO:0005737	cytoplasm
W03A5.2	GO:0016020	GO:0016020	membrane
W03A5.2	GO:0012505		
W03C9.6	GO:0005765;GO:0016020	GO:0016020	membrane
W03D8.8			
W03F8.4	GO:0005634	GO:0005634	nucleus
W03F8.4	GO:0005829	GO:0005829	cytosol
W03F8.4	GO:0000408	GO:0032991	protein-containing complex
W03F9.4	GO:0005737	GO:0005737	cytoplasm
W03F9.4	GO:0005739	GO:0005739	mitochondrion
W03F9.4	GO:0016020	GO:0016020	membrane
W03G11.3	GO:0005764	GO:0005764	lysosome
W04A8.1	GO:0005634	GO:0005634	nucleus
W04C9.2	GO:0005739	GO:0005739	mitochondrion
W04C9.2	GO:0005743;GO:0016020	GO:0016020	membrane
W04C9.2	GO:0061617	GO:0032991	protein-containing complex
W04C9.2	GO:0044284		
W04C9.5	GO:0005886	GO:0005886	plasma membrane
W04G3.5	GO:0005737	GO:0005737	cytoplasm
W06E11.1	GO:0005634	GO:0005634	nucleus
W06E11.1	GO:0005666	GO:0032991	protein-containing complex
W07B8.4	GO:0005764	GO:0005764	lysosome
W07B8.4	GO:0005615		
W08F4.3	GO:0005783	GO:0005783	endoplasmic reticulum
W08F4.3	GO:0005637;GO:0005640;GO:0005789;GO:0016020	GO:0016020	membrane
W09C3.4	GO:0005634	GO:0005634	nucleus
W09C3.4	GO:0005654	GO:0005654	nucleoplasm
W09C3.4	GO:0005737	GO:0005737	cytoplasm
W09C3.4	GO:0000428;GO:0005666	GO:0032991	protein-containing complex
W09G3.6	GO:0005737	GO:0005737	cytoplasm
W09G3.7	GO:0005743	GO:0016020	membrane
W10C8.5	GO:0005615		
Y105C5A.24	GO:0005737	GO:0005737	cytoplasm
Y105C5A.24	GO:0005776	GO:0005773	vacuole
Y105C5A.24	GO:0005829	GO:0005829	cytosol
Y105C5A.24	GO:0034045	GO:0016020	membrane
Y105C5A.24	GO:0000407		
Y105E8A.11	GO:0005759		
Y105E8A.14	GO:0005634	GO:0005634	nucleus
Y105E8A.14	GO:0005737	GO:0005737	cytoplasm
Y105E8A.14	GO:0005829	GO:0005829	cytosol
Y105E8B.9	GO:0005615		
Y106G6D.5	GO:0005694	GO:0005694	chromosome
Y106G6D.5	GO:0016604	GO:0043226	organelle
Y110A7A.9	GO:0005634	GO:0005634	nucleus
Y110A7A.9	GO:0005737	GO:0005737	cytoplasm
Y110A7A.9	GO:0005794	GO:0005794	Golgi apparatus
Y110A7A.9	GO:0005856	GO:0005856	cytoskeleton
Y110A7A.9	GO:0005929	GO:0005929	cilium
Y110A7A.9	GO:0031410	GO:0031410	cytoplasmic vesicle
Y110A7A.9	GO:0042995	GO:0042995	cell projection
Y113G7B.15	GO:0005764	GO:0005764	lysosome
Y113G7B.15	GO:0005615		
Y116A8C.10	GO:0012505		
Y116A8C.19	GO:0005829	GO:0005829	cytosol
Y116A8C.19	GO:0043186	GO:0043226	organelle
Y116A8C.20	GO:0005829	GO:0005829	cytosol
Y116A8C.20	GO:0043186	GO:0043226	organelle
Y116A8C.24	GO:0005886	GO:0005886	plasma membrane
Y116A8C.27	GO:0005739	GO:0005739	mitochondrion
Y116A8C.30	GO:0005739	GO:0005739	mitochondrion
Y116A8C.30	GO:0016020	GO:0016020	membrane
Y116A8C.30	GO:0045271	GO:0032991	protein-containing complex
Y119D3B.14	GO:0005739	GO:0005739	mitochondrion
Y16B4A.2	GO:0045121	GO:0016020	membrane
Y17G9B.8	GO:0005634	GO:0005634	nucleus
Y17G9B.8	GO:0000124;GO:0140535;GO:1990234	GO:0032991	protein-containing complex
Y17G9B.8	GO:0000785		
Y18H1A.11			
Y18H1A.9	GO:0005615		
Y19D10A.16			
Y22D7AL.11	GO:0016020	GO:0016020	membrane
Y32F6B.1	GO:0005886	GO:0005886	plasma membrane
Y32F6B.1	GO:0016020;GO:0016323	GO:0016020	membrane
Y32H12A.7	GO:0005739	GO:0005739	mitochondrion
Y34B4A.2	GO:0005768	GO:0005768	endosome
Y34B4A.2	GO:0000323	GO:0005773	vacuole
Y34B4A.4	GO:0005886	GO:0005886	plasma membrane
Y37A1A.3	GO:0016020	GO:0016020	membrane
Y37A1A.4			
Y37B11A.3	GO:0005739	GO:0005739	mitochondrion
Y37B11A.3	GO:0016020;GO:0031966	GO:0016020	membrane
Y37E11AM.3	GO:0005783	GO:0005783	endoplasmic reticulum
Y37E11AM.3	GO:0005789;GO:0016020	GO:0016020	membrane
Y37E3.17	GO:0005737	GO:0005737	cytoplasm
Y37E3.17	GO:0005739	GO:0005739	mitochondrion
Y37E3.17	GO:0005759		
Y38E10A.8	GO:0005634	GO:0005634	nucleus
Y38E10A.8	GO:0005737	GO:0005737	cytoplasm
Y38F1A.2	GO:0005783	GO:0005783	endoplasmic reticulum
Y38F1A.2	GO:0005789;GO:0016020	GO:0016020	membrane
Y38F1A.8	GO:0000139;GO:0005789;GO:0016020	GO:0016020	membrane
Y38F2AR.3	GO:0005739	GO:0005739	mitochondrion
Y38F2AR.3	GO:0016020	GO:0016020	membrane
Y38H6C.16	GO:0016020	GO:0016020	membrane
Y38H6C.8	GO:0009897		
Y39A1A.22	GO:0005886	GO:0005886	plasma membrane
Y39A1A.22	GO:0016020	GO:0016020	membrane
Y39B6A.3	GO:0005737	GO:0005737	cytoplasm
Y39B6A.3	GO:0005739	GO:0005739	mitochondrion
Y39B6A.34	GO:0005739	GO:0005739	mitochondrion
Y39B6A.34	GO:0005743;GO:0016020	GO:0016020	membrane
Y39G8B.1	GO:0005829	GO:0005829	cytosol
Y39G8B.2	GO:0005829	GO:0005829	cytosol
Y41D4A.6	GO:0005739	GO:0005739	mitochondrion
Y41D4A.6	GO:0030956	GO:0032991	protein-containing complex
Y42H9AR.1	GO:0005794	GO:0005794	Golgi apparatus
Y42H9AR.1	GO:0000139;GO:0016020	GO:0016020	membrane
Y42H9AR.2	GO:0005783	GO:0005783	endoplasmic reticulum
Y42H9AR.2	GO:0005794	GO:0005794	Golgi apparatus
Y42H9AR.2	GO:0016020	GO:0016020	membrane
Y43C5B.2			
Y43D4A.6	GO:0005634	GO:0005634	nucleus
Y44A6D.5	GO:0005739	GO:0005739	mitochondrion
Y45F10D.7	GO:0032040;GO:0034388	GO:0032991	protein-containing complex
Y45G12C.3	GO:0005829	GO:0005829	cytosol
Y46B2A.3	GO:0016020	GO:0016020	membrane
Y46B2A.3	GO:0005615		
Y46E12A.3			
Y47C4A.1	GO:0005739	GO:0005739	mitochondrion
Y47C4A.1	GO:0016020	GO:0016020	membrane
Y47C4A.1	GO:0005745	GO:0032991	protein-containing complex
Y47D3A.14	GO:0005634	GO:0005634	nucleus
Y47D3A.14	GO:0005737	GO:0005737	cytoplasm
Y47D3A.21			
Y47D9A.1	GO:0005737	GO:0005737	cytoplasm
Y47G6A.31	GO:0016020	GO:0016020	membrane
Y48A6B.3	GO:0005634	GO:0005634	nucleus
Y48A6B.3	GO:0005730	GO:0005730	nucleolus
Y48A6B.3	GO:0005732;GO:0031429;GO:1990904	GO:0032991	protein-containing complex
Y48B6A.13	GO:0005829	GO:0005829	cytosol
Y48C3A.18	GO:0005737	GO:0005737	cytoplasm
Y48E1B.17	GO:0005783	GO:0005783	endoplasmic reticulum
Y48E1B.17	GO:0016020	GO:0016020	membrane
Y48G9A.9			
Y50E8A.6	GO:0005739	GO:0005739	mitochondrion
Y51A2D.13	GO:0016020	GO:0016020	membrane
Y51A2D.13	GO:0012505		
Y52B11A.4	GO:0005886	GO:0005886	plasma membrane
Y52D5A.2	GO:0005886	GO:0005886	plasma membrane
Y53F4B.12	GO:0005886	GO:0005886	plasma membrane
Y53F4B.12	GO:0016020	GO:0016020	membrane
Y53F4B.14	GO:0005739	GO:0005739	mitochondrion
Y53F4B.14	GO:0005743;GO:0016020;GO:0031966	GO:0016020	membrane
Y53F4B.9	GO:0005634	GO:0005634	nucleus
Y53G8B.2	GO:0005783	GO:0005783	endoplasmic reticulum
Y53G8B.2	GO:0005789;GO:0016020	GO:0016020	membrane
Y54E2A.4	GO:0005783	GO:0005783	endoplasmic reticulum
Y54E2A.4	GO:0016020	GO:0016020	membrane
Y54F10AL.1	GO:0005794	GO:0005794	Golgi apparatus
Y54F10AL.1	GO:0016020	GO:0016020	membrane
Y54F10AR.1	GO:0005737	GO:0005737	cytoplasm
Y54G11A.9	GO:0005739	GO:0005739	mitochondrion
Y54G2A.12	GO:0071013	GO:0032991	protein-containing complex
Y54G2A.18	GO:0005783	GO:0005783	endoplasmic reticulum
Y54G2A.18	GO:0005789;GO:0016020;GO:0045121	GO:0016020	membrane
Y55F3BR.2			
Y55F3BR.6	GO:0005634	GO:0005634	nucleus
Y55F3BR.6	GO:0005737	GO:0005737	cytoplasm
Y56A3A.16			
Y56A3A.2	GO:0005737	GO:0005737	cytoplasm
Y56A3A.2	GO:0016020	GO:0016020	membrane
Y56A3A.2	GO:0012505		
Y57A10A.29	GO:0005739	GO:0005739	mitochondrion
Y57A10A.29	GO:0005759		
Y57G11A.4			
Y57G11A.5	GO:0005634	GO:0005634	nucleus
Y57G11A.5	GO:0016607	GO:0043226	organelle
Y58A7A.1	GO:0016020	GO:0016020	membrane
Y59C2A.1	GO:0005576	GO:0005576	extracellular region
Y59C2A.1	GO:0005615		
Y60A9.3	GO:0005829	GO:0005829	cytosol
Y60A9.3	GO:0043186	GO:0043226	organelle
Y61A9LA.10	GO:0005634	GO:0005634	nucleus
Y61A9LA.10	GO:0005654	GO:0005654	nucleoplasm
Y61A9LA.10	GO:0005730	GO:0005730	nucleolus
Y61A9LA.10	GO:0032040	GO:0032991	protein-containing complex
Y62E10A.13	GO:0005737	GO:0005737	cytoplasm
Y62E10A.6	GO:0005739	GO:0005739	mitochondrion
Y65B4A.8			
Y66D12A.21	GO:0016020	GO:0016020	membrane
Y66D12A.7	GO:0005739	GO:0005739	mitochondrion
Y66D12A.7	GO:0030956	GO:0032991	protein-containing complex
Y66D12A.8	GO:0005737	GO:0005737	cytoplasm
Y67D8C.22	GO:0016020	GO:0016020	membrane
Y67H2A.7	GO:0005739	GO:0005739	mitochondrion
Y69A2AR.18	GO:0005739	GO:0005739	mitochondrion
Y69A2AR.18	GO:0005743;GO:0016020	GO:0016020	membrane
Y69A2AR.18	GO:0045259	GO:0032991	protein-containing complex
Y69E1A.3	GO:0005886	GO:0005886	plasma membrane
Y6B3B.9	GO:0005634	GO:0005634	nucleus
Y6B3B.9	GO:0090730	GO:0032991	protein-containing complex
Y70C5C.1	GO:0005737	GO:0005737	cytoplasm
Y70C5C.1	GO:0005739	GO:0005739	mitochondrion
Y70C5C.1	GO:0005829	GO:0005829	cytosol
Y70G10A.3	GO:0005886	GO:0005886	plasma membrane
Y70G10A.3	GO:0016020;GO:0016323	GO:0016020	membrane
Y71A12B.10	GO:0070971		
Y71F9B.2	GO:0005739	GO:0005739	mitochondrion
Y71F9B.2	GO:0005743;GO:0016020	GO:0016020	membrane
Y71G10AR.4	GO:0016020	GO:0016020	membrane
Y71G12B.10			
Y71G12B.17	GO:0005737	GO:0005737	cytoplasm
Y71G12B.17	GO:0071944		
Y71G12B.23	GO:0016020	GO:0016020	membrane
Y71H2AM.1	GO:0005634	GO:0005634	nucleus
Y71H2AM.1	GO:0005737	GO:0005737	cytoplasm
Y71H2AM.1	GO:0000408	GO:0032991	protein-containing complex
Y71H2AM.11			
Y71H2AM.20	GO:0005634	GO:0005634	nucleus
Y71H2AM.20	GO:0005737	GO:0005737	cytoplasm
Y71H2AM.20	GO:0000159	GO:0032991	protein-containing complex
Y71H2AM.6	GO:0005634	GO:0005634	nucleus
Y71H2AM.6	GO:0005737	GO:0005737	cytoplasm
Y73B3B.1			
Y73B6BL.14			
Y73B6BL.289	GO:0000930;GO:0031083;GO:0099078	GO:0032991	protein-containing complex
Y73F8A.26	GO:0005783	GO:0005783	endoplasmic reticulum
Y7A9A.1	GO:0005886	GO:0005886	plasma membrane
Y7A9A.1	GO:0016020	GO:0016020	membrane
Y82E9BR.18	GO:0005634	GO:0005634	nucleus
Y82E9BR.18	GO:0005737	GO:0005737	cytoplasm
Y82E9BR.18	GO:1990112	GO:0032991	protein-containing complex
Y82E9BR.3	GO:0005739	GO:0005739	mitochondrion
Y82E9BR.3	GO:0016020;GO:0031966	GO:0016020	membrane
Y82E9BR.3	GO:0033177;GO:0045259	GO:0032991	protein-containing complex
Y87G2A.19	GO:0005765;GO:0010008;GO:0016020;GO:0031902	GO:0016020	membrane
Y92H12A.2	GO:0005737	GO:0005737	cytoplasm
Y92H12A.5			
Y92H12BL.1	GO:0005783	GO:0005783	endoplasmic reticulum
Y92H12BL.1	GO:0016020	GO:0016020	membrane
Y94A7B.11	GO:0016020	GO:0016020	membrane
Y94A7B.11	GO:0005744	GO:0032991	protein-containing complex
Y94H6A.7	GO:0005737	GO:0005737	cytoplasm
ZC196.2	GO:0005856	GO:0005856	cytoskeleton
ZC196.2	GO:0005886	GO:0005886	plasma membrane
ZC196.2	GO:0005789	GO:0016020	membrane
ZC239.14			
ZC239.15			
ZC239.16	GO:0016020	GO:0016020	membrane
ZC239.17	GO:0016020	GO:0016020	membrane
ZC239.3	GO:0016020	GO:0016020	membrane
ZC239.4			
ZC239.5	GO:0016020	GO:0016020	membrane
ZC250.2	GO:0016020	GO:0016020	membrane
ZC262.5	GO:0005739	GO:0005739	mitochondrion
ZC262.5	GO:0005743;GO:0016020	GO:0016020	membrane
ZC262.5	GO:0045259	GO:0032991	protein-containing complex
ZC434.4	GO:0032545;GO:0034456	GO:0032991	protein-containing complex
ZC434.8	GO:0005615		
ZC434.9	GO:0005615		
ZC443.1	GO:0005829	GO:0005829	cytosol
ZC506.1	GO:0005783	GO:0005783	endoplasmic reticulum
ZC506.1	GO:0016020	GO:0016020	membrane
ZC506.1	GO:0044322		
ZC513.2	GO:0005615		
ZC581.7	GO:0005886	GO:0005886	plasma membrane
ZC581.9			
ZK1010.2	GO:0005739	GO:0005739	mitochondrion
ZK1053.6	GO:0005886	GO:0005886	plasma membrane
ZK1053.6	GO:0016020	GO:0016020	membrane
ZK1058.3	GO:0005737	GO:0005737	cytoplasm
ZK1067.4	GO:0016020	GO:0016020	membrane
ZK1127.3	GO:0005634	GO:0005634	nucleus
ZK1127.3	GO:0035267;GO:0043189	GO:0032991	protein-containing complex
ZK1128.7	GO:0005634	GO:0005634	nucleus
ZK1128.7	GO:0005737	GO:0005737	cytoplasm
ZK1236.1	GO:0005739	GO:0005739	mitochondrion
ZK1236.1	GO:0005743;GO:0016020	GO:0016020	membrane
ZK1236.1	GO:0005759		
ZK1240.1			
ZK1240.2			
ZK1240.3			
ZK1240.9			
ZK1248.11	GO:0005634	GO:0005634	nucleus
ZK1248.11	GO:0030915	GO:0032991	protein-containing complex
ZK1248.19			
ZK1251.3	GO:0016020	GO:0016020	membrane
ZK1290.5	GO:0005829	GO:0005829	cytosol
ZK1307.8	GO:0005783	GO:0005783	endoplasmic reticulum
ZK1307.8	GO:0017177	GO:0032991	protein-containing complex
ZK154.4	GO:0030141	GO:0031410	cytoplasmic vesicle
ZK185.2	GO:0005886	GO:0005886	plasma membrane
ZK185.2	GO:0016020	GO:0016020	membrane
ZK185.4	GO:0000139;GO:0005789;GO:0016020	GO:0016020	membrane
ZK287.4			
ZK354.8			
ZK430.5	GO:0005634	GO:0005634	nucleus
ZK430.5	GO:0005737	GO:0005737	cytoplasm
ZK430.5	GO:0005813	GO:0005815	microtubule organizing center
ZK430.5	GO:0072686	GO:0043226	organelle
ZK470.1	GO:0005737	GO:0005737	cytoplasm
ZK470.1	GO:0005739	GO:0005739	mitochondrion
ZK470.1	GO:0016020	GO:0016020	membrane
ZK484.7			
ZK550.6	GO:0005777	GO:0005777	peroxisome
ZK563.2	GO:0005886	GO:0005886	plasma membrane
ZK563.2	GO:0016020;GO:0016324	GO:0016020	membrane
ZK563.7			
ZK622.1	GO:0005886	GO:0005886	plasma membrane
ZK632.14	GO:0005634	GO:0005634	nucleus
ZK632.14	GO:0000172	GO:0032991	protein-containing complex
ZK632.4	GO:0005737	GO:0005737	cytoplasm
ZK632.4	GO:0005829	GO:0005829	cytosol
ZK673.2	GO:0005737	GO:0005737	cytoplasm
ZK673.2	GO:0005759		
ZK686.3	GO:0005783	GO:0005783	endoplasmic reticulum
ZK686.3	GO:0005789;GO:0016020	GO:0016020	membrane
ZK686.3	GO:0008250	GO:0032991	protein-containing complex
ZK688.5	GO:0071818	GO:0032991	protein-containing complex
ZK697.14	GO:0005737	GO:0005737	cytoplasm
ZK697.8			
ZK792.4			
ZK84.2	GO:0016020	GO:0016020	membrane
ZK892.4	GO:0005739	GO:0005739	mitochondrion
ZK930.2	GO:0005634	GO:0005634	nucleus
ZK973.9			
aagr-1	GO:0005764	GO:0005764	lysosome
aagr-1	GO:0016020	GO:0016020	membrane
aagr-2	GO:0005764	GO:0005764	lysosome
aagr-2	GO:0016020	GO:0016020	membrane
aagr-3	GO:0005764	GO:0005764	lysosome
aagr-3	GO:0005783	GO:0005783	endoplasmic reticulum
aagr-4			
aak-1	GO:0005634	GO:0005634	nucleus
aak-1	GO:0005737	GO:0005737	cytoplasm
aak-1	GO:0031588	GO:0032991	protein-containing complex
aak-2	GO:0005634	GO:0005634	nucleus
aak-2	GO:0005737	GO:0005737	cytoplasm
aak-2	GO:0031588	GO:0032991	protein-containing complex
aak-2	GO:0120025	GO:0042995	cell projection
aak-2	GO:0030424	GO:0043005	neuron projection
aak-2	GO:0043025		
aakg-1	GO:0005634	GO:0005634	nucleus
aakg-1	GO:0005737	GO:0005737	cytoplasm
aakg-1	GO:0005886	GO:0005886	plasma membrane
aakg-1	GO:0031588	GO:0032991	protein-containing complex
aakg-2	GO:0005634	GO:0005634	nucleus
aakg-2	GO:0005737	GO:0005737	cytoplasm
aakg-2	GO:0005886	GO:0005886	plasma membrane
aakg-2	GO:0031588	GO:0032991	protein-containing complex
aakg-3	GO:0005634	GO:0005634	nucleus
aakg-3	GO:0005737	GO:0005737	cytoplasm
aakg-3	GO:0005886	GO:0005886	plasma membrane
aakg-3	GO:0031588	GO:0032991	protein-containing complex
aap-1	GO:0005942;GO:0005943	GO:0032991	protein-containing complex
aars-1	GO:0005737	GO:0005737	cytoplasm
aars-1	GO:0005739	GO:0005739	mitochondrion
aars-2	GO:0005737	GO:0005737	cytoplasm
aass-1	GO:0005737	GO:0005737	cytoplasm
aat-1	GO:0005886	GO:0005886	plasma membrane
aat-1	GO:0016020	GO:0016020	membrane
aat-1	GO:1990184	GO:0032991	protein-containing complex
aat-2	GO:0016020	GO:0016020	membrane
aat-3	GO:0005886	GO:0005886	plasma membrane
aat-3	GO:0016020	GO:0016020	membrane
aat-3	GO:1990184	GO:0032991	protein-containing complex
aat-4	GO:0016020	GO:0016020	membrane
aat-9	GO:0016020	GO:0016020	membrane
aat-9	GO:0009986		
aatf-1	GO:0005634	GO:0005634	nucleus
aatf-1	GO:0005730	GO:0005730	nucleolus
abce-1	GO:0005737	GO:0005737	cytoplasm
abce-1	GO:0005829	GO:0005829	cytosol
abch-1	GO:0005886	GO:0005886	plasma membrane
abch-1	GO:0016020	GO:0016020	membrane
abch-1	GO:0043190	GO:0032991	protein-containing complex
abcx-1	GO:0005886	GO:0005886	plasma membrane
abcx-1	GO:0016020	GO:0016020	membrane
abhd-12	GO:0005789;GO:0016020	GO:0016020	membrane
abhd-5.1	GO:0005811	GO:0005811	lipid droplet
abhd-5.2	GO:0005811	GO:0005811	lipid droplet
abl-1	GO:0005737	GO:0005737	cytoplasm
abl-1	GO:0005886	GO:0005886	plasma membrane
abl-1	GO:0016020	GO:0016020	membrane
abt-2	GO:0016020	GO:0016020	membrane
abt-4	GO:0016020	GO:0016020	membrane
abtm-1	GO:0005739	GO:0005739	mitochondrion
